kommunenr_1977;kommunenavn_1977;kommunenr_1988;kommunenavn_1988;kommunenr_1992;kommunenavn_1992;kommunenr_1994;kommunenavn_1994;kommunenr_2002;kommunenavn_2002;kommunenr_2005;kommunenavn_2005;kommunenr_2006;kommunenavn_2006;kommunenr_2008;kommunenavn_2008;kommunenr_2012;kommunenavn_2012;kommunenr_2013;kommunenavn_2013;kommunenr_2017;kommunenavn_2017;kommunenr_2018;kommunenavn_2018;kommunenr_2019;kommunenavn_2019;kommunenr_2020;kommunenavn_2020;kommunenr_2024;kommunenavn_2024
1634;Oppdal;1634;Oppdal;1634;Oppdal;1634;Oppdal;1634;Oppdal;1634;Oppdal;1634;Oppdal;1634;Oppdal;1634;Oppdal;1634;Oppdal;1634;Oppdal;5021;Oppdal;5021;Oppdal;5021;Oppdal;5021;Oppdal
1635;Rennebu;1635;Rennebu;1635;Rennebu;1635;Rennebu;1635;Rennebu;1635;Rennebu;1635;Rennebu;1635;Rennebu;1635;Rennebu;1635;Rennebu;1635;Rennebu;5022;Rennebu;5022;Rennebu;5022;Rennebu;5022;Rennebu
1636;Meldal;1636;Meldal;1636;Meldal;1636;Meldal;1636;Meldal;1636;Meldal;1636;Meldal;1636;Meldal;1636;Meldal;1636;Meldal;1636;Meldal;5023;Meldal;5023;Meldal;5059;Orkland;5059;Orkland
1638;Orkdal;1638;Orkdal;1638;Orkdal;1638;Orkdal;1638;Orkdal;1638;Orkdal;1638;Orkdal;1638;Orkdal;1638;Orkdal;1638;Orkdal;1638;Orkdal;5024;Orkdal;5024;Orkdal;5059;Orkland;5059;Orkland
1640;Røros;1640;Røros;1640;Røros;1640;Røros;1640;Røros;1640;Røros;1640;Røros;1640;Røros;1640;Røros;1640;Røros;1640;Røros;5025;Røros;5025;Røros;5025;Røros;5025;Røros
1644;Holtålen;1644;Holtålen;1644;Holtålen;1644;Holtålen;1644;Holtålen;1644;Holtålen;1644;Holtålen;1644;Holtålen;1644;Holtålen;1644;Holtålen;1644;Holtålen;5026;Holtålen;5026;Holtålen;5026;Holtålen;5026;Holtålen
1648;Midtre Gauldal;1648;Midtre Gauldal;1648;Midtre Gauldal;1648;Midtre Gauldal;1648;Midtre Gauldal;1648;Midtre Gauldal;1648;Midtre Gauldal;1648;Midtre Gauldal;1648;Midtre Gauldal;1648;Midtre Gauldal;1648;Midtre Gauldal;5027;Midtre Gauldal;5027;Midtre Gauldal;5027;Midtre Gauldal;5027;Midtre Gauldal
1653;Melhus;1653;Melhus;1653;Melhus;1653;Melhus;1653;Melhus;1653;Melhus;1653;Melhus;1653;Melhus;1653;Melhus;1653;Melhus;1653;Melhus;5028;Melhus;5028;Melhus;5028;Melhus;5028;Melhus
1657;Skaun;1657;Skaun;1657;Skaun;1657;Skaun;1657;Skaun;1657;Skaun;1657;Skaun;1657;Skaun;1657;Skaun;1657;Skaun;1657;Skaun;5029;Skaun;5029;Skaun;5029;Skaun;5029;Skaun
1662;Klæbu;1662;Klæbu;1662;Klæbu;1662;Klæbu;1662;Klæbu;1662;Klæbu;1662;Klæbu;1662;Klæbu;1662;Klæbu;1662;Klæbu;1662;Klæbu;5030;Klæbu;5030;Klæbu;5001;Trondheim;5001;Trondheim
1663;Malvik;1663;Malvik;1663;Malvik;1663;Malvik;1663;Malvik;1663;Malvik;1663;Malvik;1663;Malvik;1663;Malvik;1663;Malvik;1663;Malvik;5031;Malvik;5031;Malvik;5031;Malvik;5031;Malvik
1664;Selbu;1664;Selbu;1664;Selbu;1664;Selbu;1664;Selbu;1664;Selbu;1664;Selbu;1664;Selbu;1664;Selbu;1664;Selbu;1664;Selbu;5032;Selbu;5032;Selbu;5032;Selbu;5032;Selbu
1665;Tydal;1665;Tydal;1665;Tydal;1665;Tydal;1665;Tydal;1665;Tydal;1665;Tydal;1665;Tydal;1665;Tydal;1665;Tydal;1665;Tydal;5033;Tydal;5033;Tydal;5033;Tydal;5033;Tydal
1711;Meråker;1711;Meråker;1711;Meråker;1711;Meråker;1711;Meråker;1711;Meråker;1711;Meråker;1711;Meråker;1711;Meråker;1711;Meråker;1711;Meråker;5034;Meråker;5034;Meråker;5034;Meråker;5034;Meråker
1714;Stjørdal;1714;Stjørdal;1714;Stjørdal;1714;Stjørdal;1714;Stjørdal;1714;Stjørdal;1714;Stjørdal;1714;Stjørdal;1714;Stjørdal;1714;Stjørdal;1714;Stjørdal;5035;Stjørdal;5035;Stjørdal;5035;Stjørdal;5035;Stjørdal
1717;Frosta;1717;Frosta;1717;Frosta;1717;Frosta;1717;Frosta;1717;Frosta;1717;Frosta;1717;Frosta;1717;Frosta;1717;Frosta;1717;Frosta;5036;Frosta;5036;Frosta;5036;Frosta;5036;Frosta
1719;Levanger;1719;Levanger;1719;Levanger;1719;Levanger;1719;Levanger;1719;Levanger;1719;Levanger;1719;Levanger;1719;Levanger;1719;Levanger;1719;Levanger;5037;Levanger;5037;Levanger;5037;Levanger;5037;Levanger
1721;Verdal;1721;Verdal;1721;Verdal;1721;Verdal;1721;Verdal;1721;Verdal;1721;Verdal;1721;Verdal;1721;Verdal;1721;Verdal;1721;Verdal;5038;Verdal;5038;Verdal;5038;Verdal;5038;Verdal
1724;Verran;1724;Verran;1724;Verran;1724;Verran;1724;Verran;1724;Verran;1724;Verran;1724;Verran;1724;Verran;1724;Verran;1724;Verran;5039;Verran;5039;Verran;5006;Steinkjer;5006;Steinkjer
1725;Namdalseid;1725;Namdalseid;1725;Namdalseid;1725;Namdalseid;1725;Namdalseid;1725;Namdalseid;1725;Namdalseid;1725;Namdalseid;1725;Namdalseid;1725;Namdalseid;1725;Namdalseid;5040;Namdalseid;5040;Namdalseid;5007;Namsos - Nåavmesjenjaelmie;5007;Namsos - Nåavmesjenjaelmie
1736;Snåsa;1736;Snåsa;1736;Snåsa;1736;Snåsa;1736;Snåsa;1736;Snåsa;1736;Snåsa;1736;Snåsa;1736;Snåase - Snåsa;1736;Snåase - Snåsa;1736;Snåase - Snåsa;5041;Snåase - Snåsa;5041;Snåase - Snåsa;5041;Snåase - Snåsa;5041;Snåase - Snåsa
1738;Lierne;1738;Lierne;1738;Lierne;1738;Lierne;1738;Lierne;1738;Lierne;1738;Lierne;1738;Lierne;1738;Lierne;1738;Lierne;1738;Lierne;5042;Lierne;5042;Lierne;5042;Lierne;5042;Lierne
1739;Røyrvik;1739;Røyrvik;1739;Røyrvik;1739;Røyrvik;1739;Røyrvik;1739;Røyrvik;1739;Røyrvik;1739;Røyrvik;1739;Røyrvik;1739;Raarvihke - Røyrvik;1739;Raarvihke - Røyrvik;5043;Raarvihke - Røyrvik;5043;Raarvihke - Røyrvik;5043;Raarvihke - Røyrvik;5043;Raarvihke - Røyrvik
1740;Namsskogan;1740;Namsskogan;1740;Namsskogan;1740;Namsskogan;1740;Namsskogan;1740;Namsskogan;1740;Namsskogan;1740;Namsskogan;1740;Namsskogan;1740;Namsskogan;1740;Namsskogan;5044;Namsskogan;5044;Namsskogan;5044;Namsskogan;5044;Namsskogan
1742;Grong;1742;Grong;1742;Grong;1742;Grong;1742;Grong;1742;Grong;1742;Grong;1742;Grong;1742;Grong;1742;Grong;1742;Grong;5045;Grong;5045;Grong;5045;Grong;5045;Grong
1743;Høylandet;1743;Høylandet;1743;Høylandet;1743;Høylandet;1743;Høylandet;1743;Høylandet;1743;Høylandet;1743;Høylandet;1743;Høylandet;1743;Høylandet;1743;Høylandet;5046;Høylandet;5046;Høylandet;5046;Høylandet;5046;Høylandet
1744;Overhalla;1744;Overhalla;1744;Overhalla;1744;Overhalla;1744;Overhalla;1744;Overhalla;1744;Overhalla;1744;Overhalla;1744;Overhalla;1744;Overhalla;1744;Overhalla;5047;Overhalla;5047;Overhalla;5047;Overhalla;5047;Overhalla
1748;Fosnes;1748;Fosnes;1748;Fosnes;1748;Fosnes;1748;Fosnes;1748;Fosnes;1748;Fosnes;1748;Fosnes;1748;Fosnes;1748;Fosnes;1748;Fosnes;5048;Fosnes;5048;Fosnes;5007;Namsos - Nåavmesjenjaelmie;5007;Namsos - Nåavmesjenjaelmie
1749;Flatanger;1749;Flatanger;1749;Flatanger;1749;Flatanger;1749;Flatanger;1749;Flatanger;1749;Flatanger;1749;Flatanger;1749;Flatanger;1749;Flatanger;1749;Flatanger;5049;Flatanger;5049;Flatanger;5049;Flatanger;5049;Flatanger
1750;Vikna;1750;Vikna;1750;Vikna;1750;Vikna;1750;Vikna;1750;Vikna;1750;Vikna;1750;Vikna;1750;Vikna;1750;Vikna;1750;Vikna;5050;Vikna;5050;Vikna;5060;Nærøysund;5060;Nærøysund
1751;Nærøy;1751;Nærøy;1751;Nærøy;1751;Nærøy;1751;Nærøy;1751;Nærøy;1751;Nærøy;1751;Nærøy;1751;Nærøy;1751;Nærøy;1751;Nærøy;5051;Nærøy;5051;Nærøy;5060;Nærøysund;5060;Nærøysund
1755;Leka;1755;Leka;1755;Leka;1755;Leka;1755;Leka;1755;Leka;1755;Leka;1755;Leka;1755;Leka;1755;Leka;1755;Leka;5052;Leka;5052;Leka;5052;Leka;5052;Leka
1723;Mosvik;1723;Mosvik;1723;Mosvik;1723;Mosvik;1723;Mosvik;1723;Mosvik;1723;Mosvik;1723;Mosvik;1756;Inderøy;1756;Inderøy;1756;Inderøy;5053;Inderøy;5053;Inderøy;5053;Inderøy;5053;Inderøy
1729;Inderøy;1729;Inderøy;1729;Inderøy;1729;Inderøy;1729;Inderøy;1729;Inderøy;1729;Inderøy;1729;Inderøy;1756;Inderøy;1756;Inderøy;1756;Inderøy;5053;Inderøy;5053;Inderøy;5053;Inderøy;5053;Inderøy
1931;Lenvik;1931;Lenvik;1931;Lenvik;1931;Lenvik;1931;Lenvik;1931;Lenvik;1931;Lenvik;1931;Lenvik;1931;Lenvik;1931;Lenvik;1931;Lenvik;1931;Lenvik;1931;Lenvik;5421;Senja;5530;Senja
1933;Balsfjord;1933;Balsfjord;1933;Balsfjord;1933;Balsfjord;1933;Balsfjord;1933;Balsfjord;1933;Balsfjord;1933;Balsfjord;1933;Balsfjord;1933;Balsfjord;1933;Balsfjord;1933;Balsfjord;1933;Balsfjord;5422;Balsfjord;5532;Balsfjord
1936;Karlsøy;1936;Karlsøy;1936;Karlsøy;1936;Karlsøy;1936;Karlsøy;1936;Karlsøy;1936;Karlsøy;1936;Karlsøy;1936;Karlsøy;1936;Karlsøy;1936;Karlsøy;1936;Karlsøy;1936;Karlsøy;5423;Karlsøy;5534;Karlsøy
1938;Lyngen;1938;Lyngen;1938;Lyngen;1938;Lyngen;1938;Lyngen;1938;Lyngen;1938;Lyngen;1938;Lyngen;1938;Lyngen;1938;Lyngen;1938;Lyngen;1938;Lyngen;1938;Lyngen;5424;Lyngen;5536;Lyngen
1939;Storfjord;1939;Storfjord;1939;Storfjord;1939;Storfjord;1939;Storfjord;1939;Storfjord;1939;Storfjord;1939;Storfjord;1939;Storfjord;1939;Storfjord - Omasvuotna - Omasvuono;1939;Storfjord - Omasvuotna - Omasvuono;1939;Storfjord - Omasvuotna - Omasvuono;1939;Storfjord - Omasvuotna - Omasvuono;5425;Storfjord - Omasvuotna - Omasvuono;5538;Storfjord - Omasvuotna - Omasvuono
1940;Kåfjord;1940;Kåfjord;1940;Kåfjord;1940;Gáivuotna - Kåfjord;1940;Gáivuotna - Kåfjord;1940;Gáivuotna - Kåfjord;1940;Gáivuotna - Kåfjord;1940;Gáivuotna - Kåfjord;1940;Gáivuotna - Kåfjord;1940;Gáivuotna - Kåfjord;1940;Gáivuotna - Kåfjord - Kaivuono;1940;Gáivuotna - Kåfjord - Kaivuono;1940;Gáivuotna - Kåfjord - Kaivuono;5426;Gáivuotna - Kåfjord - Kaivuono;5540;Gáivuotna - Kåfjord - Kaivuono
1941;Skjervøy;1941;Skjervøy;1941;Skjervøy;1941;Skjervøy;1941;Skjervøy;1941;Skjervøy;1941;Skjervøy;1941;Skjervøy;1941;Skjervøy;1941;Skjervøy;1941;Skjervøy;1941;Skjervøy;1941;Skjervøy;5427;Skjervøy;5542;Skjervøy
1942;Nordreisa;1942;Nordreisa;1942;Nordreisa;1942;Nordreisa;1942;Nordreisa;1942;Nordreisa;1942;Nordreisa;1942;Nordreisa;1942;Nordreisa;1942;Nordreisa;1942;Nordreisa;1942;Nordreisa;1942;Nordreisa - Ráisa - Raisi;5428;Nordreisa - Ráisa - Raisi;5544;Nordreisa - Ráisa - Raisi
1943;Kvænangen;1943;Kvænangen;1943;Kvænangen;1943;Kvænangen;1943;Kvænangen;1943;Kvænangen;1943;Kvænangen;1943;Kvænangen;1943;Kvænangen;1943;Kvænangen;1943;Kvænangen;1943;Kvænangen;1943;Kvænangen;5429;Kvænangen;5546;Kvænangen
2002;Vardø;2002;Vardø;2002;Vardø;2002;Vardø;2002;Vardø;2002;Vardø;2002;Vardø;2002;Vardø;2002;Vardø;2002;Vardø;2002;Vardø;2002;Vardø;2002;Vardø;5404;Vardø;5634;Vardø
2003;Vadsø;2003;Vadsø;2003;Vadsø;2003;Vadsø;2003;Vadsø;2003;Vadsø;2003;Vadsø;2003;Vadsø;2003;Vadsø;2003;Vadsø;2003;Vadsø;2003;Vadsø;2003;Vadsø;5405;Vadsø;5607;Vadsø
2001;Hammerfest;2001;Hammerfest;2004;Hammerfest;2004;Hammerfest;2004;Hammerfest;2004;Hammerfest;2004;Hammerfest;2004;Hammerfest;2004;Hammerfest;2004;Hammerfest;2004;Hammerfest;2004;Hammerfest;2004;Hammerfest - Hámmerfeasta;5406;Hammerfest - Hámmerfeasta;5603;Hammerfest - Hámmerfeasta
2011;Kautokeino;2011;Guovdageaidnu - Kautokeino;2011;Guovdageaidnu - Kautokeino;2011;Guovdageaidnu - Kautokeino;2011;Guovdageaidnu - Kautokeino;2011;Guovdageaidnu - Kautokeino;2011;Guovdageaidnu - Kautokeino;2011;Guovdageaidnu - Kautokeino;2011;Guovdageaidnu - Kautokeino;2011;Guovdageaidnu - Kautokeino;2011;Guovdageaidnu - Kautokeino;2011;Guovdageaidnu - Kautokeino;2011;Guovdageaidnu - Kautokeino;5430;Guovdageaidnu - Kautokeino;5612;Guovdageaidnu - Kautokeino
2012;Alta;2012;Alta;2012;Alta;2012;Alta;2012;Alta;2012;Alta;2012;Alta;2012;Alta;2012;Alta;2012;Alta;2012;Alta;2012;Alta;2012;Alta;5403;Alta;5601;Alta
2014;Loppa;2014;Loppa;2014;Loppa;2014;Loppa;2014;Loppa;2014;Loppa;2014;Loppa;2014;Loppa;2014;Loppa;2014;Loppa;2014;Loppa;2014;Loppa;2014;Loppa;5432;Loppa;5614;Loppa
2015;Hasvik;2015;Hasvik;2015;Hasvik;2015;Hasvik;2015;Hasvik;2015;Hasvik;2015;Hasvik;2015;Hasvik;2015;Hasvik;2015;Hasvik;2015;Hasvik;2015;Hasvik;2015;Hasvik;5433;Hasvik;5616;Hasvik
2016;Sørøysund;2016;Sørøysund;2004;Hammerfest;2004;Hammerfest;2004;Hammerfest;2004;Hammerfest;2004;Hammerfest;2004;Hammerfest;2004;Hammerfest;2004;Hammerfest;2004;Hammerfest;2004;Hammerfest;2004;Hammerfest - Hámmerfeasta;5406;Hammerfest - Hámmerfeasta;5603;Hammerfest - Hámmerfeasta
2017;Kvalsund;2017;Kvalsund;2017;Kvalsund;2017;Kvalsund;2017;Kvalsund;2017;Kvalsund;2017;Kvalsund;2017;Kvalsund;2017;Kvalsund;2017;Kvalsund;2017;Kvalsund;2017;Kvalsund;2017;Kvalsund;5406;Hammerfest - Hámmerfeasta;5603;Hammerfest - Hámmerfeasta
2018;Måsøy;2018;Måsøy;2018;Måsøy;2018;Måsøy;2018;Måsøy;2018;Måsøy;2018;Måsøy;2018;Måsøy;2018;Måsøy;2018;Måsøy;2018;Måsøy;2018;Måsøy;2018;Måsøy;5434;Måsøy;5618;Måsøy
2019;Nordkapp;2019;Nordkapp;2019;Nordkapp;2019;Nordkapp;2019;Nordkapp;2019;Nordkapp;2019;Nordkapp;2019;Nordkapp;2019;Nordkapp;2019;Nordkapp;2019;Nordkapp;2019;Nordkapp;2019;Nordkapp;5435;Nordkapp;5620;Nordkapp
2020;Porsanger;2020;Porsanger;2020;Porsanger;2020;Porsanger;2020;Porsanger;2020;Porsanger - Porsángu - Porsanki;2020;Porsanger - Porsángu - Porsanki;2020;Porsanger - Porsángu - Porsanki;2020;Porsanger - Porsángu - Porsanki;2020;Porsanger - Porsángu - Porsanki;2020;Porsanger - Porsángu - Porsanki;2020;Porsanger - Porsángu - Porsanki;2020;Porsanger - Porsángu - Porsanki;5436;Porsanger - Porsángu - Porsanki;5622;Porsanger - Porsángu - Porsanki
2021;Karasjok;2021;Karasjok;2021;Kárá?johka - Karasjok;2021;Kárá?johka - Karasjok;2021;Kárá?johka - Karasjok;2021;Kárá?johka - Karasjok;2021;Kárá?johka - Karasjok;2021;Kárá?johka - Karasjok;2021;Kárá?johka - Karasjok;2021;Kárá?johka - Karasjok;2021;Kárá?johka - Karasjok;2021;Kárá?johka - Karasjok;2021;Kárá?johka - Karasjok;5437;Kárá?johka - Karasjok;5610;Kárá?johka - Karasjok
2022;Lebesby;2022;Lebesby;2022;Lebesby;2022;Lebesby;2022;Lebesby;2022;Lebesby;2022;Lebesby;2022;Lebesby;2022;Lebesby;2022;Lebesby;2022;Lebesby;2022;Lebesby;2022;Lebesby;5438;Lebesby;5624;Lebesby
2023;Gamvik;2023;Gamvik;2023;Gamvik;2023;Gamvik;2023;Gamvik;2023;Gamvik;2023;Gamvik;2023;Gamvik;2023;Gamvik;2023;Gamvik;2023;Gamvik;2023;Gamvik;2023;Gamvik;5439;Gamvik;5626;Gamvik
2024;Berlevåg;2024;Berlevåg;2024;Berlevåg;2024;Berlevåg;2024;Berlevåg;2024;Berlevåg;2024;Berlevåg;2024;Berlevåg;2024;Berlevåg;2024;Berlevåg;2024;Berlevåg;2024;Berlevåg;2024;Berlevåg;5440;Berlevåg;5630;Berlevåg
2025;Tana;2025;Tana;2025;Tana;2025;Deatnu - Tana;2025;Deatnu - Tana;2025;Deatnu - Tana;2025;Deatnu - Tana;2025;Deatnu - Tana;2025;Deatnu - Tana;2025;Deatnu - Tana;2025;Deatnu - Tana;2025;Deatnu - Tana;2025;Deatnu - Tana;5441;Deatnu - Tana;5628;Deatnu - Tana
2027;Nesseby;2027;Nesseby;2027;Unjárga - Nesseby;2027;Unjárga - Nesseby;2027;Unjárga - Nesseby;2027;Unjárga - Nesseby;2027;Unjárga - Nesseby;2027;Unjárga - Nesseby;2027;Unjárga - Nesseby;2027;Unjárga - Nesseby;2027;Unjárga - Nesseby;2027;Unjárga - Nesseby;2027;Unjárga - Nesseby;5442;Unjárga - Nesseby;5636;Unjárga - Nesseby
2028;Båtsfjord;2028;Båtsfjord;2028;Båtsfjord;2028;Båtsfjord;2028;Båtsfjord;2028;Båtsfjord;2028;Båtsfjord;2028;Båtsfjord;2028;Båtsfjord;2028;Båtsfjord;2028;Båtsfjord;2028;Båtsfjord;2028;Båtsfjord;5443;Båtsfjord;5632;Båtsfjord
2030;Sør-Varanger;2030;Sør-Varanger;2030;Sør-Varanger;2030;Sør-Varanger;2030;Sør-Varanger;2030;Sør-Varanger;2030;Sør-Varanger;2030;Sør-Varanger;2030;Sør-Varanger;2030;Sør-Varanger;2030;Sør-Varanger;2030;Sør-Varanger;2030;Sør-Varanger;5444;Sør-Varanger;5605;Sør-Varanger
9999;Uoppgitt;9999;Uoppgitt;9999;Uoppgitt;9999;Uoppgitt;9999;Uoppgitt;9999;Uoppgitt;9999;Uoppgitt;9999;Uoppgitt;9999;Uoppgitt;9999;Uoppgitt;9999;Uoppgitt;9999;Uoppgitt;9999;Uoppgitt;9999;Uoppgitt;9999;Uoppgitt
