dimensions.code,dimensions.label,land,land_code,fylke,fylke_code,kommune,kommune_code,bydel,bydel_code,region_code,region_navn,region_level
GEO,Geografi,Hele landet,0,Agder,42,Valle,4221,,,4221,Valle,kommune
GEO,Geografi,Hele landet,0,Agder,42,Bykle,4222,,,4222,Bykle,kommune
GEO,Geografi,Hele landet,0,Agder,42,Vennesla,4223,,,4223,Vennesla,kommune
GEO,Geografi,Hele landet,0,Agder,42,Åseral,4224,,,4224,Åseral,kommune
GEO,Geografi,Hele landet,0,Agder,42,Lyngdal,4225,,,4225,Lyngdal,kommune
GEO,Geografi,Hele landet,0,Agder,42,Hægebostad,4226,,,4226,Hægebostad,kommune
GEO,Geografi,Hele landet,0,Agder,42,Kvinesdal,4227,,,4227,Kvinesdal,kommune
GEO,Geografi,Hele landet,0,Agder,42,Sirdal,4228,,,4228,Sirdal,kommune
GEO,Geografi,Hele landet,0,Vestland,46,,,,,46,Vestland,fylke
GEO,Geografi,Hele landet,0,Vestland,46,Bergen,4601,,,4601,Bergen,kommune
GEO,Geografi,Hele landet,0,Vestland,46,Bergen,4601,Arna bydel,460101,460101,Arna bydel,bydel
GEO,Geografi,Hele landet,0,Vestland,46,Bergen,4601,Bergenhus bydel,460102,460102,Bergenhus bydel,bydel
GEO,Geografi,Hele landet,0,Vestland,46,Bergen,4601,Fana bydel,460103,460103,Fana bydel,bydel
GEO,Geografi,Hele landet,0,Vestland,46,Bergen,4601,Fyllingsdalen bydel,460104,460104,Fyllingsdalen bydel,bydel
GEO,Geografi,Hele landet,0,Vestland,46,Bergen,4601,Laksevåg bydel,460105,460105,Laksevåg bydel,bydel
GEO,Geografi,Hele landet,0,Vestland,46,Bergen,4601,Ytrebygda bydel,460106,460106,Ytrebygda bydel,bydel
GEO,Geografi,Hele landet,0,Vestland,46,Bergen,4601,Årstad bydel,460107,460107,Årstad bydel,bydel
GEO,Geografi,Hele landet,0,Vestland,46,Bergen,4601,Åsane bydel,460108,460108,Åsane bydel,bydel
GEO,Geografi,Hele landet,0,Vestland,46,Kinn,4602,,,4602,Kinn,kommune
GEO,Geografi,Hele landet,0,Vestland,46,Etne,4611,,,4611,Etne,kommune
GEO,Geografi,Hele landet,0,Vestland,46,Sveio,4612,,,4612,Sveio,kommune
GEO,Geografi,Hele landet,0,Vestland,46,Bømlo,4613,,,4613,Bømlo,kommune
GEO,Geografi,Hele landet,0,Vestland,46,Stord,4614,,,4614,Stord,kommune
GEO,Geografi,Hele landet,0,Vestland,46,Fitjar,4615,,,4615,Fitjar,kommune
GEO,Geografi,Hele landet,0,Vestland,46,Tysnes,4616,,,4616,Tysnes,kommune
GEO,Geografi,Hele landet,0,Vestland,46,Kvinnherad,4617,,,4617,Kvinnherad,kommune
GEO,Geografi,Hele landet,0,Vestland,46,Ullensvang,4618,,,4618,Ullensvang,kommune
GEO,Geografi,Hele landet,0,Vestland,46,Eidfjord,4619,,,4619,Eidfjord,kommune
GEO,Geografi,Hele landet,0,Vestland,46,Ulvik,4620,,,4620,Ulvik,kommune
GEO,Geografi,Hele landet,0,Vestland,46,Voss,4621,,,4621,Voss,kommune
GEO,Geografi,Hele landet,0,Vestland,46,Kvam,4622,,,4622,Kvam,kommune
GEO,Geografi,Hele landet,0,Vestland,46,Samnanger,4623,,,4623,Samnanger,kommune
GEO,Geografi,Hele landet,0,Vestland,46,Bjørnafjorden,4624,,,4624,Bjørnafjorden,kommune
GEO,Geografi,Hele landet,0,Vestland,46,Austevoll,4625,,,4625,Austevoll,kommune
GEO,Geografi,Hele landet,0,Vestland,46,Øygarden,4626,,,4626,Øygarden,kommune
GEO,Geografi,Hele landet,0,Vestland,46,Askøy,4627,,,4627,Askøy,kommune
GEO,Geografi,Hele landet,0,Vestland,46,Vaksdal,4628,,,4628,Vaksdal,kommune
GEO,Geografi,Hele landet,0,Vestland,46,Modalen,4629,,,4629,Modalen,kommune
GEO,Geografi,Hele landet,0,Vestland,46,Osterøy,4630,,,4630,Osterøy,kommune
GEO,Geografi,Hele landet,0,Vestland,46,Alver,4631,,,4631,Alver,kommune
GEO,Geografi,Hele landet,0,Vestland,46,Austrheim,4632,,,4632,Austrheim,kommune
GEO,Geografi,Hele landet,0,Vestland,46,Fedje,4633,,,4633,Fedje,kommune
GEO,Geografi,Hele landet,0,Vestland,46,Masfjorden,4634,,,4634,Masfjorden,kommune
GEO,Geografi,Hele landet,0,Vestland,46,Gulen,4635,,,4635,Gulen,kommune
GEO,Geografi,Hele landet,0,Vestland,46,Solund,4636,,,4636,Solund,kommune
GEO,Geografi,Hele landet,0,Vestland,46,Hyllestad,4637,,,4637,Hyllestad,kommune
GEO,Geografi,Hele landet,0,Vestland,46,Høyanger,4638,,,4638,Høyanger,kommune
GEO,Geografi,Hele landet,0,Vestland,46,Vik,4639,,,4639,Vik,kommune
GEO,Geografi,Hele landet,0,Vestland,46,Sogndal,4640,,,4640,Sogndal,kommune
GEO,Geografi,Hele landet,0,Vestland,46,Aurland,4641,,,4641,Aurland,kommune
GEO,Geografi,Hele landet,0,Vestland,46,Lærdal,4642,,,4642,Lærdal,kommune
GEO,Geografi,Hele landet,0,Vestland,46,Årdal,4643,,,4643,Årdal,kommune
GEO,Geografi,Hele landet,0,Vestland,46,Luster,4644,,,4644,Luster,kommune
GEO,Geografi,Hele landet,0,Vestland,46,Askvoll,4645,,,4645,Askvoll,kommune
GEO,Geografi,Hele landet,0,Vestland,46,Fjaler,4646,,,4646,Fjaler,kommune
GEO,Geografi,Hele landet,0,Vestland,46,Sunnfjord,4647,,,4647,Sunnfjord,kommune
GEO,Geografi,Hele landet,0,Vestland,46,Bremanger,4648,,,4648,Bremanger,kommune
GEO,Geografi,Hele landet,0,Vestland,46,Stad,4649,,,4649,Stad,kommune
GEO,Geografi,Hele landet,0,Vestland,46,Gloppen,4650,,,4650,Gloppen,kommune
GEO,Geografi,Hele landet,0,Vestland,46,Stryn,4651,,,4651,Stryn,kommune
GEO,Geografi,Hele landet,0,Trøndelag Trööndelage,50,,,,,50,Trøndelag Trööndelage,fylke
GEO,Geografi,Hele landet,0,Trøndelag Trööndelage,50,Trondheim Tråante,5001,,,5001,Trondheim Tråante,kommune
GEO,Geografi,Hele landet,0,Trøndelag Trööndelage,50,Trondheim Tråante,5001,Midtbyen bydel,500101,500101,Midtbyen bydel,bydel
GEO,Geografi,Hele landet,0,Trøndelag Trööndelage,50,Trondheim Tråante,5001,Østbyen bydel,500102,500102,Østbyen bydel,bydel
GEO,Geografi,Hele landet,0,Trøndelag Trööndelage,50,Trondheim Tråante,5001,Lerkendal bydel,500103,500103,Lerkendal bydel,bydel
GEO,Geografi,Hele landet,0,Trøndelag Trööndelage,50,Trondheim Tråante,5001,Heimdal bydel,500104,500104,Heimdal bydel,bydel
GEO,Geografi,Hele landet,0,Trøndelag Trööndelage,50,Steinkjer,5006,,,5006,Steinkjer,kommune
GEO,Geografi,Hele landet,0,Trøndelag Trööndelage,50,Namsos Nåavmesjenjaelmie,5007,,,5007,Namsos Nåavmesjenjaelmie,kommune
GEO,Geografi,Hele landet,0,Trøndelag Trööndelage,50,Frøya,5014,,,5014,Frøya,kommune
GEO,Geografi,Hele landet,0,Trøndelag Trööndelage,50,Osen,5020,,,5020,Osen,kommune
GEO,Geografi,Hele landet,0,Trøndelag Trööndelage,50,Oppdal,5021,,,5021,Oppdal,kommune
GEO,Geografi,Hele landet,0,Trøndelag Trööndelage,50,Rennebu,5022,,,5022,Rennebu,kommune
GEO,Geografi,Hele landet,0,Trøndelag Trööndelage,50,Røros Rossen,5025,,,5025,Røros Rossen,kommune
GEO,Geografi,Hele landet,0,Trøndelag Trööndelage,50,Holtålen,5026,,,5026,Holtålen,kommune
GEO,Geografi,Hele landet,0,Trøndelag Trööndelage,50,Midtre Gauldal,5027,,,5027,Midtre Gauldal,kommune
GEO,Geografi,Hele landet,0,Trøndelag Trööndelage,50,Melhus,5028,,,5028,Melhus,kommune
GEO,Geografi,Hele landet,0,Trøndelag Trööndelage,50,Skaun,5029,,,5029,Skaun,kommune
GEO,Geografi,Hele landet,0,Trøndelag Trööndelage,50,Malvik,5031,,,5031,Malvik,kommune
GEO,Geografi,Hele landet,0,Trøndelag Trööndelage,50,Selbu,5032,,,5032,Selbu,kommune
GEO,Geografi,Hele landet,0,Trøndelag Trööndelage,50,Tydal,5033,,,5033,Tydal,kommune
GEO,Geografi,Hele landet,0,Trøndelag Trööndelage,50,Meråker,5034,,,5034,Meråker,kommune
GEO,Geografi,Hele landet,0,Trøndelag Trööndelage,50,Stjørdal,5035,,,5035,Stjørdal,kommune
GEO,Geografi,Hele landet,0,Trøndelag Trööndelage,50,Frosta,5036,,,5036,Frosta,kommune
GEO,Geografi,Hele landet,0,Trøndelag Trööndelage,50,Levanger,5037,,,5037,Levanger,kommune
GEO,Geografi,Hele landet,0,Trøndelag Trööndelage,50,Verdal,5038,,,5038,Verdal,kommune
GEO,Geografi,Hele landet,0,Trøndelag Trööndelage,50,Snåase Snåsa,5041,,,5041,Snåase Snåsa,kommune
GEO,Geografi,Hele landet,0,Trøndelag Trööndelage,50,Lierne,5042,,,5042,Lierne,kommune
GEO,Geografi,Hele landet,0,Trøndelag Trööndelage,50,Raarvihke Røyrvik,5043,,,5043,Raarvihke Røyrvik,kommune
GEO,Geografi,Hele landet,0,Trøndelag Trööndelage,50,Namsskogan,5044,,,5044,Namsskogan,kommune
GEO,Geografi,Hele landet,0,Trøndelag Trööndelage,50,Grong,5045,,,5045,Grong,kommune
GEO,Geografi,Hele landet,0,Trøndelag Trööndelage,50,Høylandet,5046,,,5046,Høylandet,kommune
GEO,Geografi,Hele landet,0,Trøndelag Trööndelage,50,Overhalla,5047,,,5047,Overhalla,kommune
GEO,Geografi,Hele landet,0,Trøndelag Trööndelage,50,Flatanger,5049,,,5049,Flatanger,kommune
GEO,Geografi,Hele landet,0,Trøndelag Trööndelage,50,Leka,5052,,,5052,Leka,kommune
GEO,Geografi,Hele landet,0,Trøndelag Trööndelage,50,Inderøy,5053,,,5053,Inderøy,kommune
GEO,Geografi,Hele landet,0,Trøndelag Trööndelage,50,Indre Fosen,5054,,,5054,Indre Fosen,kommune
GEO,Geografi,Hele landet,0,Trøndelag Trööndelage,50,Heim,5055,,,5055,Heim,kommune
GEO,Geografi,Hele landet,0,Trøndelag Trööndelage,50,Hitra,5056,,,5056,Hitra,kommune
GEO,Geografi,Hele landet,0,Trøndelag Trööndelage,50,Ørland,5057,,,5057,Ørland,kommune
GEO,Geografi,Hele landet,0,Trøndelag Trööndelage,50,Åfjord,5058,,,5058,Åfjord,kommune
GEO,Geografi,Hele landet,0,Trøndelag Trööndelage,50,Orkland,5059,,,5059,Orkland,kommune
GEO,Geografi,Hele landet,0,Trøndelag Trööndelage,50,Nærøysund,5060,,,5060,Nærøysund,kommune
GEO,Geografi,Hele landet,0,Trøndelag Trööndelage,50,Rindal,5061,,,5061,Rindal,kommune
GEO,Geografi,Hele landet,0,Troms Romsa Tromssa,55,,,,,55,Troms Romsa Tromssa,fylke
GEO,Geografi,Hele landet,0,Troms Romsa Tromssa,55,Tromsø,5501,,,5501,Tromsø,kommune
GEO,Geografi,Hele landet,0,Troms Romsa Tromssa,55,Harstad Hárstták,5503,,,5503,Harstad Hárstták,kommune
GEO,Geografi,Hele landet,0,Troms Romsa Tromssa,55,Kvæfjord,5510,,,5510,Kvæfjord,kommune
GEO,Geografi,Hele landet,0,Troms Romsa Tromssa,55,Dielddanuorri Tjeldsund,5512,,,5512,Dielddanuorri Tjeldsund,kommune
GEO,Geografi,Hele landet,0,Troms Romsa Tromssa,55,Ibestad,5514,,,5514,Ibestad,kommune
GEO,Geografi,Hele landet,0,Troms Romsa Tromssa,55,Gratangen,5516,,,5516,Gratangen,kommune
GEO,Geografi,Hele landet,0,Troms Romsa Tromssa,55,Loabák Lavangen,5518,,,5518,Loabák Lavangen,kommune
GEO,Geografi,Hele landet,0,Troms Romsa Tromssa,55,Bardu,5520,,,5520,Bardu,kommune
GEO,Geografi,Hele landet,0,Troms Romsa Tromssa,55,Salangen,5522,,,5522,Salangen,kommune
GEO,Geografi,Hele landet,0,Troms Romsa Tromssa,55,Målselv,5524,,,5524,Målselv,kommune
GEO,Geografi,Hele landet,0,Troms Romsa Tromssa,55,Sørreisa,5526,,,5526,Sørreisa,kommune
GEO,Geografi,Hele landet,0,Troms Romsa Tromssa,55,Dyrøy,5528,,,5528,Dyrøy,kommune
GEO,Geografi,Hele landet,0,Troms Romsa Tromssa,55,Senja,5530,,,5530,Senja,kommune
GEO,Geografi,Hele landet,0,Troms Romsa Tromssa,55,Balsfjord,5532,,,5532,Balsfjord,kommune
GEO,Geografi,Hele landet,0,Troms Romsa Tromssa,55,Karlsøy,5534,,,5534,Karlsøy,kommune
GEO,Geografi,Hele landet,0,Troms Romsa Tromssa,55,Lyngen,5536,,,5536,Lyngen,kommune
GEO,Geografi,Hele landet,0,Troms Romsa Tromssa,55,Storfjord Omasvuotna Omasvuono,5538,,,5538,Storfjord Omasvuotna Omasvuono,kommune
GEO,Geografi,Hele landet,0,Troms Romsa Tromssa,55,Gáivuotna Kåfjord Kaivuono,5540,,,5540,Gáivuotna Kåfjord Kaivuono,kommune
GEO,Geografi,Hele landet,0,Troms Romsa Tromssa,55,Skjervøy,5542,,,5542,Skjervøy,kommune
GEO,Geografi,Hele landet,0,Troms Romsa Tromssa,55,Nordreisa Ráisa Raisi,5544,,,5544,Nordreisa Ráisa Raisi,kommune
GEO,Geografi,Hele landet,0,Troms Romsa Tromssa,55,Kvænangen,5546,,,5546,Kvænangen,kommune
GEO,Geografi,Hele landet,0,Finnmark Finnmárku Finmarkku,56,,,,,56,Finnmark Finnmárku Finmarkku,fylke
GEO,Geografi,Hele landet,0,Finnmark Finnmárku Finmarkku,56,Alta,5601,,,5601,Alta,kommune
GEO,Geografi,Hele landet,0,Finnmark Finnmárku Finmarkku,56,Hammerfest Hámmerfeasta,5603,,,5603,Hammerfest Hámmerfeasta,kommune
GEO,Geografi,Hele landet,0,Finnmark Finnmárku Finmarkku,56,Sør-Varanger,5605,,,5605,Sør-Varanger,kommune
GEO,Geografi,Hele landet,0,Finnmark Finnmárku Finmarkku,56,Vadsø,5607,,,5607,Vadsø,kommune
GEO,Geografi,Hele landet,0,Finnmark Finnmárku Finmarkku,56,Kárášjohka Karasjok,5610,,,5610,Kárášjohka Karasjok,kommune
GEO,Geografi,Hele landet,0,Finnmark Finnmárku Finmarkku,56,Guovdageaidnu Kautokeino,5612,,,5612,Guovdageaidnu Kautokeino,kommune
GEO,Geografi,Hele landet,0,Finnmark Finnmárku Finmarkku,56,Loppa,5614,,,5614,Loppa,kommune
GEO,Geografi,Hele landet,0,Finnmark Finnmárku Finmarkku,56,Hasvik,5616,,,5616,Hasvik,kommune
GEO,Geografi,Hele landet,0,Finnmark Finnmárku Finmarkku,56,Måsøy,5618,,,5618,Måsøy,kommune
GEO,Geografi,Hele landet,0,Finnmark Finnmárku Finmarkku,56,Nordkapp,5620,,,5620,Nordkapp,kommune
GEO,Geografi,Hele landet,0,Finnmark Finnmárku Finmarkku,56,Porsanger Porsángu Porsanki,5622,,,5622,Porsanger Porsángu Porsanki,kommune
GEO,Geografi,Hele landet,0,Finnmark Finnmárku Finmarkku,56,Lebesby,5624,,,5624,Lebesby,kommune
GEO,Geografi,Hele landet,0,Finnmark Finnmárku Finmarkku,56,Gamvik,5626,,,5626,Gamvik,kommune
GEO,Geografi,Hele landet,0,Finnmark Finnmárku Finmarkku,56,Deatnu Tana,5628,,,5628,Deatnu Tana,kommune
GEO,Geografi,Hele landet,0,Finnmark Finnmárku Finmarkku,56,Berlevåg,5630,,,5630,Berlevåg,kommune
GEO,Geografi,Hele landet,0,Finnmark Finnmárku Finmarkku,56,Båtsfjord,5632,,,5632,Båtsfjord,kommune
GEO,Geografi,Hele landet,0,Finnmark Finnmárku Finmarkku,56,Vardø,5634,,,5634,Vardø,kommune
GEO,Geografi,Hele landet,0,Finnmark Finnmárku Finmarkku,56,Unjárga Nesseby,5636,,,5636,Unjárga Nesseby,kommune
